TP_FUNDO;CNPJ_FUNDO;DT_REG;CNPJ_AUDITOR;AUDITOR
FIP;18.317.102/0001-09;2013-06-14;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
FIP;18.351.522/0001-01;2013-07-04;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;18.356.327/0001-66;2013-11-18;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
FIP;18.362.298/0001-45;2013-06-18;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
FIP;18.373.329/0001-63;2013-07-01;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;18.373.362/0001-93;2013-08-01;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;18.387.089/0001-56;2013-07-02;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIP;18.390.859/0001-10;2013-07-01;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;18.395.725/0001-91;2013-08-16;01.420.601/0001-16;TAG AUDITORIA E CONSULTORIA EMPRESARIAL S/S
FIP;18.402.048/0001-91;2013-07-02;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;18.422.119/0001-18;2013-09-30;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
FIP;18.556.455/0001-53;2013-09-11;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;18.563.785/0001-76;2013-09-30;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
FIP;18.570.867/0001-48;2013-08-06;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIP;18.579.353/0001-53;2013-07-31;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;18.584.996/0001-95;2013-08-08;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;18.589.263/0001-43;2013-08-10;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIP;18.611.503/0001-69;2013-08-07;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;18.623.897/0001-75;2013-08-15;79.370.466/0001-39;MARTINELLI AUDITORES
FIP;18.635.418/0001-30;2014-01-08;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIP;18.636.135/0001-03;2014-02-10;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;18.639.300/0001-80;2013-11-21;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;18.641.265/0001-34;2013-11-21;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;18.644.919/0001-83;2013-11-21;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;18.647.268/0001-85;2013-09-10;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIP;18.652.763/0001-82;2013-11-21;16.549.480/0001-84;RSM BRASIL AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIP;18.653.128/0001-10;2013-08-13;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;18.653.239/0001-26;2013-09-13;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIP;18.653.262/0001-10;2015-01-23;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIP;18.656.968/0001-36;2013-08-15;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIP;18.685.655/0001-06;2013-09-09;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
FIP;18.685.785/0001-49;2013-08-14;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
FIP;18.686.879/0001-32;2013-08-19;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
FIP;18.690.967/0001-08;2013-12-13;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIP;18.697.172/0001-21;2013-11-12;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
FIP;18.742.832/0001-49;2014-03-14;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;18.742.854/0001-09;2013-09-16;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;18.754.577/0001-54;2013-09-09;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;18.800.239/0001-01;2013-09-05;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;18.842.358/0001-27;2013-09-16;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;18.851.711/0001-35;2013-09-16;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIP;18.856.204/0001-94;2013-09-16;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;18.856.802/0001-63;2013-09-16;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;18.858.018/0001-94;2013-09-16;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;18.860.453/0001-53;2013-09-27;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIP;18.860.616/0001-06;2013-11-14;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
FIP;18.860.705/0001-44;2013-09-12;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;18.861.074/0001-88;2013-09-16;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIP;18.866.435/0001-89;2013-09-16;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;18.874.983/0001-50;2013-09-13;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIP;18.874.999/0001-63;2013-09-13;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIP;18.908.853/0001-91;2014-04-29;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
FIP;18.911.813/0001-07;2013-10-03;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIP;18.929.094/0001-43;2018-10-08;64.184.922/0001-89;AUDIBANCO - AUDITORES INDEPENDENTES SOCIEDADE SIMPLES
FIP;18.929.451/0001-73;2013-09-25;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIP;18.929.680/0001-98;2013-09-25;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;18.948.684/0001-13;2013-09-26;07.377.136/0001-64;RSM ACAL AUDITORES INDEPENDENTES S/S
FIP;19.007.809/0001-73;2013-10-21;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;19.010.595/0001-94;2013-11-19;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIP;19.026.415/0001-62;2013-10-11;10.892.343/0001-61;HIRASHIMA & ASSOCIADOS AUDITORES INDEPENDENTES
FIP;19.040.512/0001-00;2013-10-15;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;19.049.490/0001-49;2013-10-30;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIP;19.055.470/0001-80;2013-10-14;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
FIP;19.055.551/0001-80;2013-10-24;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;19.093.840/0001-74;2013-10-21;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;19.095.122/0001-37;2013-10-25;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
FIP;19.106.220/0001-22;2013-10-22;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;19.107.649/0001-34;2013-10-23;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;19.153.763/0001-09;2013-10-29;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;19.169.433/0001-01;2014-01-14;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;19.177.510/0001-67;2013-11-05;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIP;19.187.388/0001-00;2013-11-04;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;19.195.423/0001-32;2013-11-07;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIP;19.195.424/0001-87;2013-11-07;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIP;19.204.228/0001-21;2014-07-31;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIP;19.230.496/0001-18;2013-11-14;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
FIP;19.230.524/0001-05;2013-11-12;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;19.234.470/0001-48;2013-11-20;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;19.250.736/0001-46;2014-05-07;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
FIP;19.250.801/0001-33;2013-11-19;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;19.267.481/0001-24;2013-11-19;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;19.294.722/0001-24;2013-12-09;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIP;19.307.190/0001-12;2013-12-03;16.549.480/0001-84;RSM BRASIL AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIP;19.334.370/0001-93;2013-12-13;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;19.357.499/0001-17;2014-02-04;42.170.852/0001-77;UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES
FIP;19.357.519/0001-50;2013-12-26;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;19.358.609/0001-65;2013-12-04;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIP;19.412.474/0001-79;2014-03-31;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;19.429.518/0001-73;2019-08-02;04.310.873/0001-51;ANEND AUDITORES INDEPENDENTES
FIP;19.465.140/0001-63;2014-01-07;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;19.465.154/0001-87;2014-01-08;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;19.465.180/0001-05;2014-01-08;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIP;19.465.299/0001-88;2014-01-08;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;19.482.879/0001-83;2014-01-15;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
FIP;19.492.229/0001-19;2014-01-10;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;19.493.516/0001-43;2014-01-15;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;19.502.288/0001-20;2014-01-13;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIP;19.507.068/0001-90;2014-01-13;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;19.527.267/0001-60;2014-01-16;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;19.527.370/0001-00;2014-01-10;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIP;19.527.504/0001-92;2014-01-16;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIP;19.589.992/0001-62;2014-02-10;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;19.599.923/0001-30;2014-01-23;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIP;19.675.634/0001-72;2014-04-01;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIP;19.721.725/0001-05;2014-03-19;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIP;19.721.915/0001-14;2014-02-26;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIP;19.768.984/0001-83;2014-09-19;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIP;19.776.123/0001-47;2014-02-24;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIP;19.794.382/0001-09;2014-02-27;42.170.852/0001-77;UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES
FIP;19.837.544/0001-30;2014-04-28;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;19.876.381/0001-03;2014-04-25;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;19.906.519/0001-61;2014-04-01;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIP;19.906.540/0001-67;2014-04-01;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;19.909.515/0001-37;2014-03-21;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIP;19.919.426/0001-71;2014-03-25;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;19.921.968/0001-89;2014-04-04;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIP;19.922.994/0001-21;2014-03-25;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;19.932.010/0001-93;2014-04-08;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;19.932.034/0001-42;2014-04-08;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIP;19.932.400/0001-63;2014-04-01;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIP;19.933.445/0001-52;2016-08-30;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;19.959.636/0001-93;2014-03-27;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;19.997.628/0001-31;2014-04-03;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIP;20.040.062/0001-34;2014-04-17;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIP;20.040.076/0001-58;2014-04-17;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;20.058.136/0001-60;2014-06-10;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIP;20.082.573/0001-19;2014-09-02;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;20.087.171/0001-07;2014-05-08;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIP;20.094.894/0001-33;2014-04-17;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIP;20.100.181/0001-35;2014-04-24;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;20.142.585/0001-91;2014-07-22;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIP;20.147.173/0001-44;2014-05-09;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;20.147.225/0001-82;2014-05-02;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;20.156.272/0001-92;2014-05-08;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;20.173.064/0001-00;2014-05-07;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;20.175.890/0001-80;2014-11-14;67.634.717/0001-66;BWEL AUDITORES INDEPENDENTES SOCIEDADE SIMPLES
FIP;20.175.916/0001-90;2014-12-12;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;20.196.018/0001-18;2014-07-22;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIP;20.213.311/0001-46;2014-05-12;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
FIP;20.223.006/0001-35;2014-05-13;16.549.480/0001-84;RSM BRASIL AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIP;20.223.014/0001-81;2014-08-11;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIP;20.287.634/0001-84;2014-05-22;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;20.401.455/0001-26;2014-06-25;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;20.401.487/0001-21;2014-06-25;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;20.442.418/0001-66;2014-06-16;04.404.879/0001-98;PSW BRASIL AUDITORES INDEPENDENTES
FIP;20.451.747/0001-73;2014-06-30;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;20.464.273/0001-02;2014-06-20;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;20.504.602/0001-93;2014-07-03;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
FIP;20.557.253/0001-78;2014-07-30;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIP;20.586.565/0001-00;2014-09-15;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
FIP;20.586.630/0001-05;2014-07-08;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;20.594.376/0001-89;2014-07-10;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
FIP;20.594.611/0001-12;2014-07-10;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIP;20.685.494/0001-00;2014-07-16;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
FIP;20.722.234/0001-50;2014-08-05;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
FIP;20.727.099/0001-35;2014-07-31;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
FIP;20.748.867/0001-37;2014-11-10;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;20.793.968/0001-20;2015-02-19;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIP;20.800.902/0001-10;2014-08-12;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
FIP;20.833.926/0001-75;2014-10-16;16.888.455/0001-25;AUDSÉRVICE AUDITORES ASSOCIADOS SOCIEDADE SIMPLES
FIP;20.834.575/0001-17;2014-08-11;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
FIP;20.835.717/0001-60;2014-09-02;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIP;20.867.212/0001-88;2014-08-21;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;20.886.575/0001-60;2014-11-26;42.170.852/0001-77;UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES
FIP;20.887.582/0001-87;2014-08-28;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIP;20.930.437/0001-31;2014-12-02;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
FIP;20.930.479/0001-72;2014-12-02;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
FIP;20.968.457/0001-00;2014-11-10;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIP;20.968.803/0001-41;2015-12-02;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIP;20.971.473/0001-43;2014-09-15;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIP;20.990.113/0001-99;2014-09-10;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;20.990.519/0001-71;2014-08-14;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIP;21.013.408/0001-78;2014-09-16;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;21.049.830/0001-83;2014-10-01;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;21.071.465/0001-03;2016-02-26;26.230.862/0001-02;BAKER TILLY BRASIL MG AUDITORES INDEPENDENTES
FIP;21.081.696/0001-06;2014-10-13;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIP;21.081.731/0001-89;2014-04-03;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIP;21.085.424/0001-76;2016-01-28;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;21.098.129/0001-54;2014-10-10;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
FIP;21.120.609/0001-74;2014-09-30;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
FIP;21.120.650/0001-40;2014-09-30;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
FIP;21.137.498/0001-09;2014-10-06;04.310.873/0001-51;ANEND AUDITORES INDEPENDENTES
FIP;21.141.789/0001-70;2014-10-02;26.230.862/0001-02;BAKER TILLY BRASIL MG AUDITORES INDEPENDENTES
FIP;21.163.276/0001-60;2014-11-25;23.542.593/0001-13;VALUCONCEPT AUDITORES INDEPENDENTES S/S
FIP;21.185.843/0001-80;2014-10-08;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;21.186.643/0001-41;2014-10-08;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;21.204.079/0001-42;2014-10-27;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;21.204.122/0001-70;2014-10-27;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;21.228.394/0001-00;2014-10-15;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;21.254.224/0001-08;2014-10-27;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;21.254.250/0001-28;2014-10-27;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;21.254.277/0001-10;2014-10-27;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;21.254.881/0001-47;2014-10-20;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIP;21.254.904/0001-13;2014-10-20;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIP;21.261.560/0001-70;2014-10-22;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;21.322.602/0001-35;2014-12-12;12.865.597/0001-16;VERDUS AUDITORES INDEPENDENTES
FIP;21.331.225/0001-09;2015-02-10;22.159.187/0001-03;BEXCELL INTERNATIONAL AUDITORES INDEPENDENTES
FIP;21.334.767/0001-27;2014-11-05;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;21.360.505/0001-37;2014-11-10;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;21.409.018/0001-11;2014-11-27;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIP;21.409.035/0001-59;2014-11-27;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIP;21.409.597/0001-00;2014-11-27;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIP;21.409.616/0001-90;2014-11-27;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIP;21.410.236/0001-76;2014-11-27;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIP;21.421.569/0001-09;2014-12-16;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;21.430.554/0001-07;2014-11-27;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIP;21.454.771/0001-29;2015-01-09;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIP;21.456.870/0001-40;2014-11-24;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIP;21.457.104/0001-08;2014-11-25;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;21.466.847/0001-36;2016-08-15;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
FIP;21.478.646/0001-59;2014-11-28;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;21.478.655/0001-40;2014-11-28;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIP;21.498.306/0001-90;2015-07-30;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;21.498.330/0001-29;2015-11-18;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;21.498.349/0001-75;2015-11-11;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;21.500.399/0001-40;2014-11-19;24.882.658/0001-32;YPC AUDITUN S AUDITORIA INDEPENDENTE S/S
FIP;21.500.429/0001-18;2014-11-19;24.882.658/0001-32;YPC AUDITUN S AUDITORIA INDEPENDENTE S/S
FIP;21.500.452/0001-02;2014-11-19;24.882.658/0001-32;YPC AUDITUN S AUDITORIA INDEPENDENTE S/S
FIP;21.510.174/0001-74;2014-12-08;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIP;21.523.800/0001-67;2014-12-09;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIP;21.523.814/0001-80;2014-12-09;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIP;21.523.821/0001-82;2014-12-09;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIP;21.523.826/0001-05;2014-12-09;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIP;21.523.833/0001-07;2014-11-10;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIP;21.523.842/0001-06;2014-12-09;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
