ident_ativo;nm_ativo;eh_fundo_vedado;nm_fundo;cnpj_admin;cnpj_gestor;enquad_sprev;enquad_sprev_pad;atende_art15;DENOM_SOCIAL;DT_REG;DT_CONST;DT_CANCEL;SIT;DT_INI_SIT;DT_INI_ATIV;DT_INI_EXERC;DT_FIM_EXERC;CLASSE;DT_INI_CLASSE;RENTAB_FUNDO;CONDOM;FUNDO_COTAS;FUNDO_EXCLUSIVO;TRIB_LPRAZO;INVEST_QUALIF;TAXA_PERFM;INF_TAXA_PERFM;TAXA_ADM;INF_TAXA_ADM;VL_PATRIM_LIQ.x;DT_PATRIM_LIQ;TP_FUNDO;qtd_rpps_investindo;eh_investigado;DT_COMPTC;VL_PATRIM_LIQ.y;NR_COTST
21005667000157; FI REFERENCIAL IRF-M1 T. PUB RF;0;BANESTES REFERENCIAL FUNDO DE INVESTIMENTO RENDA FIXA IRF-M1;28127603;28156057;Artigo 7º, Inciso I, 'b';ART7IB; 1;BANESTES REFERENCIAL FUNDO DE INVESTIMENTO RENDA FIXA IRF-M1;2014-10-27;2014-08-22;NA;EM FUNCIONAMENTO NORMAL;2014-11-06;2014-11-06;2020-01-01;2020-12-31;Fundo de Renda Fixa;2014-08-22;IRF-M;Aberto;N;N;NA;N;  0;NA;0.15;NA;208974590.90;2020-05-29;NA;  19;0;2020-05-29;  208974590,9;    21
21007180000103; BANRISUL FOCO IDKA IPCA 2A FI RENDA FIXA;0;BANRISUL FOCO IDKA IPCA 2A FUNDO DE INVESTIMENTO RENDA FIXA;92702067;93026847;Artigo 7º, Inciso I, 'b';ART7IB; 1;BANRISUL FOCO IDKA IPCA 2A FUNDO DE INVESTIMENTO RENDA FIXA;2014-09-11;2014-08-25;NA;EM FUNCIONAMENTO NORMAL;2014-09-15;2014-09-15;2020-04-01;2021-03-31;Fundo de Renda Fixa;2014-08-25;OUTROS;Aberto;N;N;S;N;  0;NA;0.2;NA;698953503.95;2020-05-29;NA; 176;0;2020-05-29;  698953504,0;   783
21098129000154; BTG PACTUAL TIMBERLAND FUND I - FIQ DE FIP;0;BTG PACTUAL TIMBERLAND FUND I - FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO EM PARTICI;00360305;09631542;Artigo 8º, Inciso IV, 'a';ART8IVA; 1;BTG PACTUAL TIMBERLAND FUND I - FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO EM PARTICI;2014-10-10;2014-10-02;NA;EM FUNCIONAMENTO NORMAL;2015-07-21;NA;2020-03-01;2021-02-28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FIP;  10;0;NA;NA;NA
21144683000120; SAFRA INSTITUCIONAL FI RENDA FIXA REFERENCIADO DI;0;SAFRA INSTITUCIONAL FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;06947853;03017677;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;SAFRA INSTITUCIONAL FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;2015-01-12;2015-01-05;NA;EM FUNCIONAMENTO NORMAL;2015-01-26;2015-01-26;2019-10-01;2020-09-30;Fundo de Renda Fixa;2016-04-11;DI de um dia;Aberto;N;N;S;N;  0;NA;0.2;NA;9197087.93;2020-05-29;NA;   2;0;2020-05-29;    9197087,9;     2
21287421000115; Bradesco FIC Macro Institucional Multimercado;0;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO MACRO INSTITUCIONAL;60746948;62375134;Artigo 8º, Inciso III;ART8III; 1;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO MACRO INSTITUCIONAL;2016-06-13;2014-07-08;NA;EM FUNCIONAMENTO NORMAL;2016-06-16;2016-06-16;2020-04-01;2021-03-31;Fundo Multimercado;2014-07-08;DI de um dia;Aberto;S;N;N;N;  0;NA;0.5;NA;209223125.29;2020-05-29;NA;  22;0;2020-05-29;  209223125,3;    24
21307581000189; BNB INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;0;BNB INSTITUCIONAL FUNDO DE INVESTIMENTO RENDA FIXA;62318407;07237373;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;BNB INSTITUCIONAL FUNDO DE INVESTIMENTO RENDA FIXA;2014-10-29;2014-10-13;NA;EM FUNCIONAMENTO NORMAL;2014-12-23;2014-12-23;2019-10-01;2020-09-30;Fundo de Renda Fixa;2015-10-16;DI de um dia;Aberto;N;N;N;N;  0;NA;0.35;NA;466868921.57;2020-05-29;NA;  12;0;2020-05-29;  466868921,6;   260
21321454000134; BRADESCO INSTITUCIONAL FI AÇÕES BDR NÍVEL I;0;BRADESCO INSTITUCIONAL FUNDO DE INVESTIMENTO EM AÇÕES BDR NÍVEL I;60746948;62375134;Artigo 9-Aº, Inciso III;ART9AIII; 1;BRADESCO INSTITUCIONAL FUNDO DE INVESTIMENTO EM AÇÕES BDR NÍVEL I;2015-08-20;2015-08-20;NA;EM FUNCIONAMENTO NORMAL;2015-08-27;2015-08-27;2019-07-01;2020-06-30;Fundo de Ações;2015-08-20;OUTROS;Aberto;N;N;NA;N;  0;NA;0.8;NA;20034084.81;2020-05-29;NA;   2;0;2020-05-29;   20034084,8;     4
21331225000109; EDUCAÇÃO BR MULTIESTRATEGIA FIP;1;EDUCAÇÃO BR FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES - MULTIESTRATÉGIA;11010779;11010779;Artigo 8º, Inciso IV, 'a';ART8IVA; 0;EDUCAÇÃO BR FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES - MULTIESTRATÉGIA;2015-02-10;2015-03-03;NA;EM FUNCIONAMENTO NORMAL;2015-09-29;NA;2020-04-01;2021-03-31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FIP;   1;0;NA;NA;NA
21407758000119; IT NOW IBOVESPA FUNDO DE ÍNDICE;0;IT NOW IBOVESPA FUNDO DE ÍNDICE;60701190;60701190;Artigo 8º, Inciso I, 'b';ART8IB; 1;IT NOW IBOVESPA FUNDO DE ÍNDICE;2016-06-13;2016-05-31;NA;EM FUNCIONAMENTO NORMAL;2016-07-29;NA;2020-04-01;2021-03-31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FIIM;  12;0;NA;NA;NA
21470644000113; BB FIA BDR Nível I;0;BB FUNDO DE INVESTIMENTO EM AÇÕES-BDR NÍVEL I;30822936;30822936;Artigo 9ºA, Inciso III;ART9AIII; 1;BB FUNDO DE INVESTIMENTO EM AÇÕES-BDR NÍVEL I;2015-01-13;2015-01-12;NA;EM FUNCIONAMENTO NORMAL;2015-01-22;2015-01-22;2019-10-01;2020-09-30;Fundo de Ações;2015-01-12;OUTROS;Aberto;N;N;NA;N;  0;NA;1;NA;269132544.49;2020-05-29;NA;   2;0;2020-05-29;  269132544,5;     4
21498349000175; NOVA RAPOSO MULTIESTRATÉGIA FIP;0;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES NOVA RAPOSO - MULTIESTRATÉGIA;03384738;03384738;Artigo 8º, Inciso IV, 'a';ART8IVA; 1;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES NOVA RAPOSO - MULTIESTRATÉGIA;2015-11-11;2014-11-13;NA;EM FUNCIONAMENTO NORMAL;2017-04-13;NA;2020-01-01;2020-12-31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FIP;   1;0;NA;NA;NA
21518635000155; MONZA FIC MULTIMERCADO CRÉDITO PRIVADO LP;1;MONZA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMEN MULTIMERCADO LONGO PRAZO - CP;42066258;12678380;Artigo 8º, Inciso III;ART8III; 0;MONZA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMEN MULTIMERCADO LONGO PRAZO - CP;2015-07-01;2014-11-24;NA;EM FUNCIONAMENTO NORMAL;2015-06-26;2015-06-26;2020-03-01;2021-02-28;Fundo Multimercado;2014-11-24;OUTROS;Aberto;S;N;S;S;NA;NA;NA;0,05;98838253.85;2020-05-28;NA;   6;0;2020-05-29;  103418733,4;     9
21595829000154; SAFRA S&P REAIS PB FIC MULTMERCADO;0;SAFRA S&P REAIS PB FUNDO DE INVESTIMENTO MULTIMERCADO;06947853;03017677;Artigo 8º, Inciso III;ART8III; 1;SAFRA S&P REAIS PB FUNDO DE INVESTIMENTO MULTIMERCADO;2015-04-20;2015-04-14;NA;EM FUNCIONAMENTO NORMAL;2015-07-13;2015-07-13;2020-04-01;2021-03-31;Fundo Multimercado;2015-04-14;DI de um dia;Aberto;N;N;S;N;  0;NA;1;NA;405852853.75;2020-05-29;NA;  33;0;2020-05-29;  405852853,8;    46
21743480000150; BANRISUL ABSOLUTO FI RENDA FIXA LP;0;BANRISUL ABSOLUTO FUNDO DE INVESTIMENTO RENDA FIXA LP;92702067;93026847;Artigo 7º, Inciso I, 'b';ART7IB; 1;BANRISUL ABSOLUTO FUNDO DE INVESTIMENTO RENDA FIXA LP;2015-02-02;2014-12-12;NA;EM FUNCIONAMENTO NORMAL;2015-02-09;2015-02-09;2020-04-01;2021-03-31;Fundo de Renda Fixa;2014-12-12;DI de um dia;Aberto;N;N;S;N;  0;NA;0.15;NA;649050238.61;2020-05-29;NA; 185;0;2020-05-29;  649050238,6;   109
21827663000154; XP LONG SHORT 60 FIC MULTIMERCADO;0;XP LONG SHORT 60 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;02201501;07625200;Artigo 8º, Inciso III;ART8III; 0;XP LONG SHORT 60 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2015-04-28;2015-04-27;NA;EM FUNCIONAMENTO NORMAL;2016-07-28;2016-07-28;2020-04-01;2021-03-31;Fundo Multimercado;2015-04-27;DI de um dia;Aberto;S;N;S;N; 20;Para informações adicionais, vide o Regulamento;2;NA;153752095.97;2020-05-29;NA;   9;0;2020-05-29;  153752096,0;  2498
21838150000149; ITAÚ INSTITUCIONAL ALOCAÇÃO DINÂMICA RENDA FIXA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIM;0;ITAÚ INSTITUCIONAL ALOCAÇÃO DINÂMICA RENDA FIXA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIM;60701190;60701190;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;ITAÚ INSTITUCIONAL ALOCAÇÃO DINÂMICA RENDA FIXA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIM;2015-05-25;2015-05-22;NA;EM FUNCIONAMENTO NORMAL;2015-06-01;2015-06-01;2019-09-01;2020-08-31;Fundo de Renda Fixa;2015-05-22;OUTROS;Aberto;S;N;S;N;  0;NA;0.4;NA;5202369354.06;2020-05-29;NA; 256;0;2020-05-29; 5202369354,1;   285
21862783000192; CAM THRONE FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES IMOBILIÁRIO;1;CAM THRONE FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES IMOBILIÁRIO MULTIESTRATÉGIA;62285390;08541166;Artigo 8º, Inciso IV, 'a';ART8IVA; 0;CAM THRONE FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES IMOBILIÁRIO MULTIESTRATÉGIA;2015-04-29;2015-01-28;NA;EM FUNCIONAMENTO NORMAL;2016-08-25;NA;2020-05-01;2021-04-30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FIP;   2;0;NA;NA;NA
21918896000162; CAIXA BRASIL IPCA XVI RENDA FIXA CREDITO PRIVADO;0;FUNDO DE INVESTIMENTO CAIXA BRASIL IPCA XVI RENDA FIXA CRÉDITO PRIVADO;00360305;00360305;Artigo 7º, Inciso VII, 'b';ART7VIIB; 1;FUNDO DE INVESTIMENTO CAIXA BRASIL IPCA XVI RENDA FIXA CRÉDITO PRIVADO;2015-04-08;2015-01-27;NA;EM FUNCIONAMENTO NORMAL;2015-04-17;2015-04-17;2020-01-01;2020-12-31;Fundo de Renda Fixa;2015-01-27;OUTROS;Aberto;N;N;N;N;  0;NA;0.2;NA;179285884.52;2020-05-29;NA; 103;0;2020-05-29;  179285884,5;    71
21918953000103; CAIXA FI BRASIL 2018 TP RF;0;NA;NA;NA;NA;NA;NA;FUNDO DE INVESTIMENTO CAIXA BRASIL 2018 IV TÍTULOS PÚBLICOS RENDA FIXA;2015-05-08;2015-01-27;2018-08-16;CANCELADA;2018-08-16;2015-05-08;2018-01-01;2018-12-31;Fundo de Renda Fixa;2015-01-27;Índice de Mercado Andima todas NTN-B;Aberto;N;N;N;N;  0;NA;0.2;NA;0.00;2018-08-24;NA;  53;0;NA;NA;NA
21919953000128; CAIXA BRASIL 2020 IV TÍTULOS PÚBLICOS FI RENDA FIXA;0;FUNDO DE INVESTIMENTO CAIXA BRASIL 2020 IV TÍTULOS PÚBLICOS RENDA FIXA;00360305;00360305;Artigo 7º, Inciso I, 'b';ART7IB; 1;FUNDO DE INVESTIMENTO CAIXA BRASIL 2020 IV TÍTULOS PÚBLICOS RENDA FIXA;2015-07-28;2015-01-27;NA;EM FUNCIONAMENTO NORMAL;2015-07-28;2015-07-28;2020-01-01;2020-12-31;Fundo de Renda Fixa;2015-01-27;Índice de Mercado Andima todas NTN-B;Aberto;N;N;N;N;  0;NA;0.2;NA;991231960.37;2020-05-29;NA; 101;0;2020-05-29;  991231960,4;   107
21937782000160; MULTINVEST INSTITUCIONAL FI RF - M1 LP;1;MULTINVEST INSTITUCIONAL FUNDO DE INVESTIMENTO RENDA FIXA IMAB-5;11010779;12564465;Artigo 7º, Inciso IV, 'a';ART7IVA; 0;MULTINVEST INSTITUCIONAL FUNDO DE INVESTIMENTO RENDA FIXA IMAB-5;2015-03-06;2015-01-30;NA;EM FUNCIONAMENTO NORMAL;2015-03-30;2015-03-30;2020-04-01;2021-03-31;Fundo de Renda Fixa;2015-01-30;IRF-M;Aberto;N;N;S;S; 20;NA;0.7;NA;29306109.50;2020-05-28;NA;   7;0;2020-05-29;   29373854,4;     8
22051699000151; BB SIMPLES;0;BB RENDA FIXA SIMPLES FUNDO DE INVESTIMENTO;30822936;30822936;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;BB RENDA FIXA SIMPLES FUNDO DE INVESTIMENTO;2015-09-28;2015-10-01;NA;EM FUNCIONAMENTO NORMAL;2015-10-01;2015-10-01;2019-07-01;2020-06-30;Fundo de Renda Fixa;2015-10-01;Taxa Selic;Aberto;N;N;N;N;  0;NA;1.95;NA;11065247062.85;2020-05-29;NA;   9;0;2020-05-29;11065247062,9;368360
22282992000120; Western Asset Macro Opprotunities FIM IE;0;WESTERN ASSET MACRO OPPORTUNITIES FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;01522368;07437241;Artigo 9-Aº, Inciso II;ART9AII; 1;WESTERN ASSET MACRO OPPORTUNITIES FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;2015-08-10;2015-08-07;NA;EM FUNCIONAMENTO NORMAL;2015-10-05;2015-10-05;2020-01-01;2020-12-31;Fundo Multimercado;2015-08-07;NA;Aberto;N;N;S;S;  0;NA;0.1;NA;870971417.61;2020-05-29;NA;   5;0;2020-05-29;  870971417,6;    55
22283040000120; FIRF KANSAI IMA-B 100% TP;0;NA;NA;NA;NA;NA;NA;FUNDO DE INVESTIMENTO KANSAI RENDA FIXA IMA-B 100% TITULOS PUBLICOS - RPPS;2015-05-22;2015-04-09;2018-12-13;CANCELADA;2018-12-13;2015-07-06;2018-01-01;2018-12-31;Fundo de Renda Fixa;2015-04-09;Índice de Mercado Andima todas NTN-B;Aberto;N;N;S;S;NA;NA;NA;0,60;0.00;2018-12-24;NA;   6;0;NA;NA;NA
22406951000106; CAM VANGUARDA IMOBILIÁRIO MULTIESTRATÉGIA FIP;1;CAM VANGUARDA IMOBILIÁRIO FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES - MULTIESTRATÉGIA;23863529;18606232;Artigo 8º, Inciso IV, 'a';ART8IVA; 0;CAM VANGUARDA IMOBILIÁRIO FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES - MULTIESTRATÉGIA;2015-06-02;2015-07-06;NA;EM FUNCIONAMENTO NORMAL;2016-05-09;NA;2019-09-01;2020-08-31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FIP;   2;0;NA;NA;NA
22489410000180; FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES VENTURE BRASIL CENTRAL;1;VENTURE BRASIL CENTRAL FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES CAPITAL SEMENTE;33850686;18190296;Artigo 8º, Inciso IV, 'a';ART8IVA; 1;VENTURE BRASIL CENTRAL FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES CAPITAL SEMENTE;2015-05-29;2015-06-08;NA;EM FUNCIONAMENTO NORMAL;2016-05-03;NA;2020-03-01;2021-02-28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FIP;   1;0;NA;NA;NA
22632237000128; BB ACOES GLOBAIS FC FIA BDR NIVEL I;0;BB AÇÕES GLOBAIS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES - BDR NÍVEL I;30822936;30822936;Artigo 9ºA, Inciso III;ART9AIII; 1;BB AÇÕES GLOBAIS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES - BDR NÍVEL I;2015-12-21;2015-11-27;NA;EM FUNCIONAMENTO NORMAL;2015-12-29;2015-12-29;2020-01-01;2020-12-31;Fundo de Ações;2015-11-27;IBrX;Aberto;S;N;NA;N;  0;NA;1.6;NA;264709340.08;2020-05-29;NA;  16;0;2020-05-29;  264709340,1; 12838
22662135000155; HIX Capital Institucional FI Ações;0;HIX CAPITAL INSTITUCIONAL FUNDO DE INVESTIMENTO DE AÇÕES;02201501;14205023;Artigo 8º, Inciso II, 'a';ART8IIA; 0;HIX CAPITAL INSTITUCIONAL FUNDO DE INVESTIMENTO DE AÇÕES;2015-10-26;2015-10-26;NA;EM FUNCIONAMENTO NORMAL;2015-11-03;2015-11-03;2019-07-01;2020-06-30;Fundo de Ações;2015-10-26;NA;Aberto;N;N;NA;N; 20;Para informações adicionais, vide o Regulamento;2;NA;167295874.13;2020-05-29;NA;   1;0;2020-05-29;  167295874,1;  2378
22773421000198; WESTERN ASSET SOBERANO II FICFI RF REF SELIC;0;WESTERN ASSET SOBERANO II FIC FI RENDA FIXA REFERENCIADO SELIC;01522368;07437241;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;WESTERN ASSET SOBERANO II FIC FI RENDA FIXA REFERENCIADO SELIC;2016-03-31;2016-03-23;NA;EM FUNCIONAMENTO NORMAL;2016-04-12;2016-04-12;2020-04-01;2021-03-31;Fundo de Renda Fixa;2016-03-23;Taxa Selic;Aberto;S;N;S;N;  0;NA;0.15;NA;124989894.96;2020-05-29;NA;   1;0;2020-05-29;  124989895,0;   598
22790987000128; CAIXA FIC CAP PROT BOLSA DE VALORES;0;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA CAPITAL PROT BOLSA DE VALORES II MULT;00360305;00360305;Artigo 8º, Inciso III;ART8III; 1;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA CAPITAL PROT BOLSA DE VALORES II MULT;2019-09-12;2015-06-08;NA;EM FUNCIONAMENTO NORMAL;2019-09-23;2019-09-23;2019-09-23;2020-06-30;Fundo Multimercado;2015-06-08;Ibovespa;Aberto;S;N;N;N;  0;NA;1.6;NA;103361423.42;2020-05-29;NA;   7;0;2020-05-29;  103361423,4;   723
22791028000127; CAIXA FI BRASIL 2020 V TP RF;0;FUNDO DE INVESTIMENTO CAIXA BRASIL 2020 V TÍTULOS PÚBLICOS RENDA FIXA;00360305;00360305;Artigo 7º, Inciso I, 'b';ART7IB; 1;FUNDO DE INVESTIMENTO CAIXA BRASIL 2020 V TÍTULOS PÚBLICOS RENDA FIXA;2015-08-19;2015-06-08;NA;EM FUNCIONAMENTO NORMAL;2015-08-19;2015-08-19;2020-01-01;2020-12-31;Fundo de Renda Fixa;2015-06-08;Índice de Mercado Andima todas NTN-B;Aberto;N;N;N;N;  0;NA;0.2;NA;255375409.38;2020-05-29;NA;  44;0;2020-05-29;  255375409,4;    45
22791074000126; CAIXA FI BRASIL 2024 VI TP RF;0;FUNDO DE INVESTIMENTO CAIXA BRASIL 2024 VI TÍTULOS PÚBLICOS RENDA FIXA;00360305;00360305;Artigo 7º, Inciso I, 'b';ART7IB; 1;FUNDO DE INVESTIMENTO CAIXA BRASIL 2024 VI TÍTULOS PÚBLICOS RENDA FIXA;2015-08-19;2015-06-08;NA;EM FUNCIONAMENTO NORMAL;2015-08-19;2015-08-19;2020-01-01;2020-12-31;Fundo de Renda Fixa;2015-06-08;Índice de Mercado Andima todas NTN-B;Aberto;N;N;N;N;  0;NA;0.2;NA;215573327.31;2020-05-29;NA;  16;0;2020-05-29;  215573327,3;    17
22791329000150; CAIXA FI RENDA FIXA SIMPLES LP;0;FUNDO DE INVESTIMENTO CAIXA RENDA FIXA SIMPLES LONGO PRAZO;00360305;00360305;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;FUNDO DE INVESTIMENTO CAIXA RENDA FIXA SIMPLES LONGO PRAZO;2015-10-15;2015-06-08;NA;EM FUNCIONAMENTO NORMAL;2015-10-15;2015-10-15;2019-07-01;2020-06-30;Fundo de Renda Fixa;2015-06-08;NA;Aberto;N;N;S;N;  0;NA;1.5;NA;8220301972.04;2020-05-29;NA;  40;0;2020-05-29; 8220301972,0;837777
23033577000103; ILLUMINATI FIDC;1;ILLUMINATI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;00806535;07250864;Artigo 7º, Inciso VII, 'a';ART7VIIA; 0;ILLUMINATI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2015-08-19;2015-11-17;NA;EM FUNCIONAMENTO NORMAL;2016-01-14;NA;2020-01-01;2020-12-31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FIDC;   8;0;NA;NA;NA
23176675000191; BTG PACTUAL 2024 TÍTULOS PÚBLICOS FI RENDA FIXA;0;BTG PACTUAL 2024 TÍTULOS PÚBLICOS FUNDO DE INVESTIMENTO RENDA FIXA;59281253;29650082;Artigo 7º, Inciso I, 'b';ART7IB; 1;BTG PACTUAL 2024 TÍTULOS PÚBLICOS FUNDO DE INVESTIMENTO RENDA FIXA;2015-09-17;2015-09-17;NA;EM FUNCIONAMENTO NORMAL;2015-10-16;2015-10-16;2020-01-01;2020-12-31;Fundo de Renda Fixa;2015-09-17;OUTROS;Aberto;N;N;S;S;  0;NA;0.15;NA;52550675.52;2020-05-29;NA;   6;0;2020-05-29;   52550675,5;     6
23215008000170; CAIXA MATRIZ FI RENDA FIXA;0;FUNDO DE INVESTIMENTO CAIXA BRASIL MATRIZ RENDA FIXA;00360305;00360305;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;FUNDO DE INVESTIMENTO CAIXA BRASIL MATRIZ RENDA FIXA;2015-12-14;2015-08-18;NA;EM FUNCIONAMENTO NORMAL;2015-12-17;2015-12-17;2020-01-01;2020-12-31;Fundo de Renda Fixa;2015-08-18;DI de um dia;Aberto;N;N;N;N;  0;NA;0.2;NA;1138535179.57;2020-05-29;NA;  61;0;2020-05-29; 1138535179,6;    56
23215097000155; CAIXA BRASIL GESTÃO ESTRATÉGICA FI RENDA FIXA;0;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA BRASIL GESTÃO ESTRATÉGICA RENDA FIXA;00360305;00360305;Artigo 7º, Inciso I, 'b';ART7IB; 1;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA BRASIL GESTÃO ESTRATÉGICA RENDA FIXA;2016-11-04;2015-08-18;NA;EM FUNCIONAMENTO NORMAL;2016-11-04;2016-11-04;2020-01-01;2020-12-31;Fundo de Renda Fixa;2015-08-18;NA;Aberto;S;N;N;N;  0;NA;0.4;NA;12026220422.43;2020-05-29;NA; 717;0;2020-05-29;12026220422,4;   752
23471975000101; PHENOM CAPITAL FIC MULTIMERCADO LP;1;PHENOM CAPITAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO LONGO PRAZO;92904564;19182613;Artigo 8º, Inciso III;ART8III; 0;PHENOM CAPITAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO LONGO PRAZO;2016-03-02;2015-12-22;NA;EM FUNCIONAMENTO NORMAL;2016-03-11;2016-03-11;2019-10-01;2020-09-30;Fundo Multimercado;2016-06-29;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);Aberto;S;N;S;S; 20;NA;2;NA;209795145.74;2020-05-29;NA;   4;0;2020-05-29;  209795145,7;     6
23731629000107; ITAÚ INSTITUCIONAL AÇÕES PHOENIX FIC FI;0;ITAÚ INSTITUCIONAL AÇÕES PHOENIX FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;60701190;60701190;Artigo 8º, Inciso II, 'a';ART8IIA; 1;ITAÚ INSTITUCIONAL AÇÕES PHOENIX FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2016-05-02;2016-04-28;NA;EM FUNCIONAMENTO NORMAL;2016-08-04;2016-08-04;2019-11-01;2020-10-31;Fundo de Ações;2016-04-28;Ibovespa;Aberto;S;N;NA;N;NA;NA;NA;NA;1596760931.95;2020-05-29;NA; 127;0;2020-05-29; 1596760932,0;   163
23773301000153; ANGÁ SABEMI CONSIGNADOS V FIDC SENIOR;0;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ SABEMI CONSIGNADOS V;52904364;09452272;Artigo 7º, Inciso VII, 'a';ART7VIIA; 0;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ SABEMI CONSIGNADOS V;2015-12-09;2015-11-19;NA;EM FUNCIONAMENTO NORMAL;2016-04-19;NA;2020-03-01;2021-02-28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FIDC;   1;0;NA;NA;NA
23872712000104; WESTERN ASSET MACRO OPPORTUNITIES CLASSE DOLAR FIM;0;WESTERN ASSET MACRO OPPORTUNITIES CLASSE DÓLAR FI MULTIMERCADO INVESTIMENTO NO EXTERIOR;01522368;07437241;Artigo 9-Aº, Inciso II;ART9AII; 1;WESTERN ASSET MACRO OPPORTUNITIES CLASSE DÓLAR FI MULTIMERCADO INVESTIMENTO NO EXTERIOR;2016-06-24;2016-06-24;NA;EM FUNCIONAMENTO NORMAL;2016-08-05;2016-08-05;2019-07-01;2020-06-30;Fundo Multimercado;2016-06-24;NA;Aberto;N;N;S;S;  0;NA;1;NA;69639366.67;2020-05-29;NA;   1;0;2020-05-29;   69639366,7;   241
