ident_ativo;nm_ativo;eh_fundo_vedado;nm_fundo;cnpj_admin;cnpj_gestor;enquad_sprev;enquad_sprev_pad;atende_art15;TP_FUNDO;DENOM_SOCIAL;DT_REG;DT_CONST;DT_CANCEL;SIT;DT_INI_SIT;DT_INI_EXERC;DT_FIM_EXERC;qtd_rpps_investindo;eh_investigado;DT_COMPTC;VL_PATRIM_LIQ;NR_COTST
10474513000198; ITAÚ INSTITUCIONAL RENDA FIXA INFLAÇÃO - FIC FI;0;ITAÚ INSTITUCIONAL RENDA FIXA INFLAÇÃO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;60701190;60701190;Artigo 7º, Inciso I, 'b';ART7IB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  39;0;2020-05-29;  387297133;    42
10551375000101; CAIXA FI AÇÕES CONSTRUÇÃO CIVIL;0;FUNDO DE INVESTIMENTO EM AÇÕES CAIXA CONSTRUÇÃO CIVIL;00360305;00360305;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  31;0;2020-05-29;  396958694; 14885
10551382000103; FIA INFRAESTRUTRA;0;FUNDO DE INVESTIMENTO EM AÇÕES CAIXA INFRAESTRUTURA;00360305;00360305;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  65;0;2020-05-29;  406858784;  9307
10565506000100; SANTANDER CASH BLUE RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO;0;SANTANDER CASH BLUE FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;62318407;10231177;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   1;0;2020-05-29; 3683796696;   404
10577503000188; Caixa Brasil IMA-B5+ Títulos Públicos FI Renda Fixa LP;0;FUNDO DE INVESTIMENTO CAIXA BRASIL IMA B 5+ TITULOS PÚBLICOS RENDA FIXA LONGO PRAZO;00360305;00360305;Artigo 7º, Inciso I, 'b';ART7IB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA; 484;0;2020-05-29; 1931164846;   353
10577512000179; CAIXA FI AÇÕES CONSUMO;0;FUNDO DE INVESTIMENTO EM AÇÕES CAIXA CONSUMO;00360305;00360305;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  73;0;2020-05-29;  601617139; 14431
10577516000157; CAIXA PERFORMANCE IMA-B FIC RENDA FIXA LP;0;FUNDO DE INV EM COTAS DE FUNDOS DE INV CAIXA PERFORMANCE IMA B RENDA FIXA LONGO PRAZO;00360305;00360305;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   2;0;2020-05-29;  635170212;  4449
10577519000190; CAIXA FI BRASIL IRF-M 1+ RF LP;0;FUNDO DE INVESTIMENTO CAIXA BRASIL IRF-M 1+ TITULOS PÚBLICOS RENDA FIXA LONGO PRAZO;00360305;00360305;Artigo 7º, Inciso I, 'b';ART7IB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA; 441;0;2020-05-29; 3201679662;   359
10608762000129; Perfin Institutcional FIC Ações;0;PERFIN FORESIGHT INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;00066670;04232804;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  10;0;2020-05-29;  344863250;  3228
10625626000147; CONQUEST FIP - FCCQ11;1;CONQUEST FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EMPRESAS EMERGENTES;00329598;00329598;Artigo 8º, Inciso IV, 'a';ART8IVA; 0;FIP;CONQUEST FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EMPRESAS EMERGENTES;2009-08-06;2009-08-12;NA;EM FUNCIONAMENTO NORMAL;2009-09-01;2020-03-01;2021-02-28;  23;0;NA;NA;NA
10646885000154; FUNDO DE INVESTIMTNTOS EM COTAS DE FUNDOS DE INVESTIMENTOS CAIXA PREMIUM RENDAQ FIXA;0;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA PREMIUM RENDA FIXA REFERENCIADO DI LP;00360305;00360305;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   5;0;2020-05-29; 9176286395; 33793
10646895000190; CAIXA NOVO BRASIL FIC IMA-B RF LP;0;FDO DE INVEST EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA NOVO BRASIL RENDA FIXA REFERENCIADO IMA-B LP;00360305;00360305;Artigo 7º, Inciso III, 'a';ART7IIIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA; 364;0;2020-05-29; 2853203782;   305
10697953000104; RP FI RENDA FIXA CRÉDITO PRIVADO I;0;RP FUNDO DE INVESTIMENTO RENDA FIXA DE CRÉDITO PRIVADO;36113876;36113876;Artigo 7º, Inciso VII, 'b';ART7VIIB; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;  11;0;2020-05-29;          0;     0
10705306000105; URCA RENDA FIXA CRÉDITO PRIVADO PREVIDENCIÁRIO.;1;URCA FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO PREVIDENCIÁRIO;02201501;07250864;Artigo 7º, Inciso VII, 'b';ART7VIIB; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;   3;0;2020-05-29;    1250017;     4
10705335000169; Claritas Multimercado Institucional;0;CLARITAS INSTITUCIONAL FUNDO DE INVESTIMENTO MULTIMERCADO;02201501;03987891;Artigo 8º, Inciso III;ART8III; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;   4;0;2020-05-29; 1274909957; 29678
10740658000193; Caixa Brasil IMA-B Títulos Públicos FI Renda Fixa LP;0;FUNDO DE INVESTIMENTO CAIXA BRASIL IMA-B TÍTULOS PÚBLICOS RENDA FIXA LONGO PRAZO;00360305;00360305;Artigo 7º, Inciso I, 'b';ART7IB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1021;0;2020-05-29; 5962762834;   904
10740670000106; Caixa Brasil IRF-M1 Títutlos Públicos FI Renda Fixa;0;FUNDO DE INVESTIMENTO CAIXA BRASIL IRF-M 1 TÍTULOS PÚBLICOS RENDA FIXA;00360305;00360305;Artigo 7º, Inciso I, 'b';ART7IB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1408;0;2020-05-29;10824772394;  1372
10756541000106; ICATU VANGUARDA INFLACAO LONGA FI RF;0;ICATU VANGUARDA INFLAÇÃO LONGA FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;00066670;68622174;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   9;0;2020-05-29;  942640590;    25
10756685000154; PRÓPRIO CAPITAL FI AÇÕES;0;PRÓPRIO CAPITAL FUNDO DE INVESTIMENTO EM AÇÕES;72027832;13993865;Artigo 8º, Inciso II, 'a';ART8IIA; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;  15;0;2020-05-29;   46102307;   301
10787647000169; SAFRA EXECUTIVE 2 FUNDO DE INVESTIMENTO RF;0;SAFRA EXECUTIVE 2 FUNDO DE INVESTIMENTO RENDA FIXA;06947853;03017677;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  18;0;2020-05-29;  374551559;   359
10787822000118; SAFRA IMA FIC RENDA FIXA;0;SAFRA IMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA;06947853;03017677;Artigo 7º, Inciso I, 'b';ART7IB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  27;0;2020-05-29; 1181176194;    86
10859917000108; BRB FI RF PUBLICO LP;0;BRB CAPITAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM RENDA FIXA LONGO PRAZO;33850686;33850686;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   1;0;2020-05-29;  344409062;    72
10869155000112; PARQUE DOM PEDRO SHOPPING CENTER FII - PQDP11;0;FII PARQUE DOM PEDRO SHOPPING CENTER;59281253;59281253;Artigo 8º, Inciso IV, 'b';ART8IVB; 1;F.I.I.;FII PARQUE DOM PEDRO SHOPPING CENTER;2009-06-16;NA;NA;EM FUNCIONAMENTO NORMAL;2009-06-16;2020-01-01;2020-12-31;   1;0;NA;NA;NA
10869628000181; BB AÇÕES CIELO;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;   5;0;2020-05-29;   19831307;  4072
10883252000160; BRA1 FI RENDA FIXA;1;BRA1 FUNDO DE INVESTIMENTO RENDA FIXA;92904564;07250864;Artigo 7º, Inciso IV, 'a';ART7IVA; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;  14;0;2020-05-29;   17465070;    16
10896292000146; INCENTIVO I FIDC MULTISSETORIAL;1;INCENTIVO MULTISETORIAL I - FIDC;42066258;10995802;Artigo 7º, Inciso VII, 'a';ART7VIIA; 0;FIDC;INCENTIVO MULTISETORIAL I - FIDC;2009-12-09;2009-12-18;NA;EM FUNCIONAMENTO NORMAL;2009-12-21;2019-09-01;2020-08-31;  15;0;NA;NA;NA
10922432000103; ICATU VANGUARDA INFLACAO CURTA FI RF;0;ICATU VANGUARDA INFLAÇÃO CURTA FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;00066670;68622174;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   9;0;2020-05-29;  550786732;    26
10979017000196; SANTANDER IRF-M 1 TÍTULOS PÚBLICOS FIC RENDA FIXA;0;SANTANDER FIC FI IRF-M 1 TÍTULOS PÚBLICOS RENDA FIXA;90400888;10231177;Artigo 7º, Inciso I, 'b';ART7IB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  32;0;2020-05-29;  205709711;    31
10979025000132; Santander Fundo de Investimento IRFM-1 Títulos Pub. Renda Fixa;0;SANTANDER FUNDO DE INVESTIMENTO IRF-M 1 TÍTULOS PÚBLICOS RENDA FIXA;90400888;10231177;Artigo 7º, Inciso I, 'b';ART7IB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  26;0;2020-05-29;  298597289;    14
10986880000170; BRADESCO INSTITUCIONAL UNDO DE INVESTIMENTOS EM COTAS DE FUNDO DE INVESTIMENTOS DE INVEST RF IMA B T;0;BRADESCO INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVEST RF IMA-B TÍT. PÚBLICOS;60746948;62375134;Artigo 7º, Inciso I, 'b';ART7IB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA; 150;0;2020-05-29;  736279312;   113
10991914000115; FII CAIXA CEDAE;0;FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA CEDAE;00360305;00360305;Artigo 8º, Inciso IV, 'b';ART8IVB; 1;F.I.I.;FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA CEDAE;2010-02-22;NA;NA;EM FUNCIONAMENTO NORMAL;2010-02-22;2020-01-01;2020-12-31;   4;0;NA;NA;NA
11003181000126; BBIF MASTER FIDC LP;0;BBIF MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS LP;62318407;22119959;Artigo 7º, Inciso VII, 'a';ART7VIIA; 1;FIDC;BBIF MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS LP;2010-03-16;2010-03-16;NA;EM FUNCIONAMENTO NORMAL;2010-11-04;2020-01-01;2020-12-31;  10;0;NA;NA;NA
11026627000138; FII FUNDO DE FUNDOS;0;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BTG PACTUAL FUNDO DE FUNDOS;59281253;09631542;Artigo 8º, Inciso IV, 'b';ART8IVB; 1;F.I.I.;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BTG PACTUAL FUNDO DE FUNDOS;2009-12-30;NA;NA;EM FUNCIONAMENTO NORMAL;2009-12-30;2020-01-01;2020-12-31;   4;0;NA;NA;NA
11046645000181; BB RENDA FIXA TITULOS PUBLICOS FI REFERENCIADO DI LP;0;BB RENDA FIXA REFERENCIADO DI TITULOS PUBLICOS FUNDO DE INVESTIMENTO LONGO PRAZO;30822936;30822936;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   2;0;2020-05-29; 8644637041;    36
11060594000142; CAIXA PETROBRAS PRÉ-SAL FI AÇÕES;0;FUNDO DE INVESTIMENTO EM AÇÕES CAIXA PETROBRAS PRÉ-SAL;00360305;00360305;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   2;0;2020-05-29;   67498613;  2735
11060913000110; Caixa Brasil IMA-B5 Títulos Públicos FI Renda Fixa LP;0;FUNDO DE INVESTIMENTO CAIXA BRASIL IMA-B 5 TÍTULOS PÚBLICOS RENDA FIXA LONGO PRAZO;00360305;00360305;Artigo 7º, Inciso I, 'b';ART7IB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA; 990;0;2020-05-29; 8882233151;   912
11061217000128; FI CAIXA BRASIL IMA GERAL TP RF LP;0;FUNDO DE INVESTIMENTO CAIXA BRASIL IMA GERAL TÍTULOS PÚBLICOS RENDA FIXA LONGO PRAZO;00360305;00360305;Artigo 7º, Inciso I, 'b';ART7IB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA; 287;0;2020-05-29; 1322670344;   229
11087118000115; Institucional RF IMA B Sicredi;0;SICREDI - FUNDO DE INVEST EM COTAS DE FUNDOS DE INVESTIMENTO INSTITUCIONAL RF REFERENCIADO IMA-B LP;01181521;03795072;Artigo 7º, Inciso III, 'a';ART7IIIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA; 155;0;2020-05-29;  411373456;   383
11108013000103; BNP PARIBAS SMALL CAPS FI AÇÕES;0;BNP PARIBAS SMALL CAPS FUNDO DE INVESTIMENTO AÇÕES;01522368;02562663;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   8;0;2020-05-29;  556518550; 25971
11147668000182; ACCESS USA COMPANIES FUNDO DE INVESTIMENTO EM AÇÕES - INVESTIMENTO NO EXTERIOR;0;ACCESS USA COMPANIES FUNDO DE INVESTIMENTO EM AÇÕES - INVESTIMENTO NO EXTERIOR;01522368;02562663;Artigo 9-Aº, Inciso II;ART9AII; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   3;0;2020-05-29;   12156536;    16
11180607000117; SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO IMA-B TÍTULOS PÚBLICOS RENDA FIXA;0;SANTANDER FIC FI IMA-B TÍTULOS PÚBLICOS RENDA FIXA LONGO PRAZO;90400888;10231177;Artigo 7º, Inciso I, 'b';ART7IB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  13;0;2020-05-29;   14374267;     9
11180612000120; SANTANDER SELEÇÃO PLUS FIC AÇÕES;0;SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO SELEÇÃO PLUS AÇÕES;90400888;10231177;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   6;0;2020-05-29;  128436548;  3913
11182064000177; CONSTÂNCIA FUNDAMENTO FI AÇÕES;0;CONSTÂNCIA FUNDAMENTO FUNDO DE INVESTIMENTO DE AÇÕES;00066670;10626543;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  29;0;NA;NA;NA
11198684000102; PRASS II FIDC SENIOR;1;PRASS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS II;13486793;09456933;Artigo 7º, Inciso VII, 'a';ART7VIIA; 0;FIDC;PRASS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS II;2009-10-19;2009-10-19;NA;EM FUNCIONAMENTO NORMAL;2009-10-29;2019-09-01;2020-08-31;  10;0;NA;NA;NA
11232995000132; BRADESCO H IBOVESPA REGIMES DE PREVIDÊNCIA FIC AÇÕES;0;BRADESCO H FICFI EM AÇÕES IBOVESPA REGIMES DE PREVIDÊNCIA;60746948;62375134;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   7;0;2020-05-29;   36265670;     6
11311863000104; Banrisul Previdência Municipal III;0;BANRISUL PREVIDÊNCIA MUNICIPAL III FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO IMA B LONGO PRAZO;92702067;93026847;Artigo 7º, Inciso III, 'a';ART7IIIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA; 171;0;2020-05-29;  528862884;   150
11311874000186; BANRISUL SOBERANO FI RF LP;0;BANRISUL SOBERANO FUNDO DE INVESTIMENTO RENDA FIXA SIMPLES LONGO PRAZO;92702067;93026847;Artigo 7º, Inciso I, 'b';ART7IB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA; 102;0;2020-05-29;  213690600;  1044
11328882000135; BB PREVIDENCIÁRIO RENDA FIXA IRF M1;0;BB PREVIDENCIÁRIO RENDA FIXA IRF-M1 TÍTULOS PÚBLICOS FIC FI;30822936;30822936;Artigo 7º, Inciso I, 'b';ART7IB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1280;0;2020-05-29; 7581218915;  1269
11328904000167; BB INFRAESTRUTURA FIC AÇÕES;0;BB ACOES INFRAESTRUTURA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;30822936;30822936;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  18;0;2020-05-29;   84739425;  5972
11351413000137; CORAL FIDC MULTISETORIAL;0;CORAL FIDC MULTISETORIAL;02201501;08195535;Artigo 7º, Inciso VII, 'a';ART7VIIA; 0;FIDC;CORAL FIDC MULTISETORIAL;2009-12-14;2009-12-24;NA;LIQUIDAÇÃO;2014-01-30;2019-07-01;2020-06-30;   6;1;NA;NA;NA
11357758000106; ROMA Ações FIA;1;ROMA AÇÕES FI DE AÇÕES;11010779;11010779;Artigo 8º, Inciso II, 'a';ART8IIA; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;   6;0;NA;NA;NA
11392165000172; AZ QUEST SMALL CAPS FIC FIA;0;AZ QUEST SMALL MID CAPS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;00066670;04506394;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  51;0;2020-05-29; 1070014738;  6827
11403850000157; Claritas Valor Feeder FIA;0;CLARITAS VALOR FEEDER FUNDO DE INVESTIMENTO EM AÇÕES;02201501;03987891;Artigo 8º, Inciso II, 'a';ART8IIA; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;   4;0;2020-05-29;  178027862;  1065
11435287000107; Mongeral Aegon Renda Fixa Fundo de Investimento;0;MONGERAL AEGON RENDA FIXA FUNDO DE INVESTIMENTO;02201501;16500294;Artigo 7º, Inciso IV, 'a';ART7IVA; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;   1;0;2020-05-29;  274974300;  4045
11458144000102; SUL AMÉRICA EQUITIES FIA;0;SUL AMÉRICA EQUITIES FUNDO DE INVESTIMENTO EM AÇÕES;00066670;21813291;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  22;0;2020-05-29;  982312048; 15786
11484558000106; BRADESCO FI RF IRF M 1 TITULOS PUBLICOS;0;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA IRF-M 1 TÍTULOS PÚBLICOS;60746948;62375134;Artigo 7º, Inciso I, 'b';ART7IB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA; 329;0;2020-05-29;  899961130;   267
11490580000169; ATICO GERAÇÃO DE ENERGIA FIP;1;GERAÇÃO DE ENERGIA FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;02201501;22119959;Artigo 8º, Inciso IV, 'a';ART8IVA; 0;FIP;GERAÇÃO DE ENERGIA FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2010-02-02;2010-03-01;NA;EM FUNCIONAMENTO NORMAL;2010-09-14;2020-01-01;2020-12-31;  26;0;NA;NA;NA
11492176000124; BRADESCO FI RF IRF M1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;  92;0;NA;NA;NA
11616403000186; XP LONG SHORT FIC MULTIMERCADO;0;XP LONG SHORT FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;02201501;07625200;Artigo 8º, Inciso III;ART8III; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;   4;0;2020-05-29;   91180311;  1477
11628883000103; OCCAM FUNDO DE INVESTIMENTO DE AÇÕES;0;OCCAM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;00066670;27916161;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  21;0;2020-05-29;  588441150;  2791
11675309000106; BRADESCO H FI AÇÕES VALUATION;0;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES IBOVESPA VALUATION;60746948;62375134;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  11;0;2020-05-29;   62852376;   713
11675457000112; BVA MASTER FIDC MULTISETORIAL SENIOR;0;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISETORIAL MASTER;27652684;11397672;Artigo 7º, Inciso VII, 'a';ART7VIIA; 0;FIDC;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISETORIAL MASTER;2010-03-19;2010-03-30;NA;EM FUNCIONAMENTO NORMAL;2010-04-28;2020-04-01;2021-03-31;   2;1;NA;NA;NA
11734024000190; Solis Argus FIC FIA;0;SOLIS ARGUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES;59281253;17254708;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   1;0;2020-05-29;   26551353;   134
11758741000152; PREIMUM FIDC SÊNIOR;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;   1;0;NA;NA;NA
11784036000120; LME REC IMA-B FI RENDA FIXA;1;LME REC IMA-B FUNDO DE INVESTIMENTO EM RENDA FIXA;92904564;11010779;Artigo 7º, Inciso IV, 'a';ART7IVA; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;  28;0;2020-05-29;   69689740;    28
11827568000105; INCENTIVO FI REFERENCIADO CDI CP;1;INCENTIVO FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CDI CRÉDITO PRIVADO;92904564;15403817;Artigo 7º, Inciso VII, 'b';ART7VIIB; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;   1;0;2020-05-29;   24909199;     1
11839250000136; BB Prev RF Alocacao;0;BB IRF-M 1 FUNDO DE INVESTIMENTO DE RENDA FIXA;30822936;30822936;Artigo 7º, Inciso I, 'b';ART7IB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   2;0;2020-05-29; 7581279176;     1
11898280000113; GERAÇÃO FUTURO SELEÇÃO FI AÇÕES;0;BRASIL PLURAL DIVIDENDOS FUNDO DE INVESTIMENTO EM AÇÕES;00066670;09630188;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   6;0;2020-05-29;   22761570;  2472
11898349000109; GERAÇAO FUTURO DIVIDENDOS FI AÇOES;0;GERAÇÃO FUTURO DIVIDENDOS FUNDO DE INVESTIMENTO EM AÇÕES;27652684;09630188;Artigo 8º, Inciso II, 'a';ART8IIA; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;  33;0;NA;NA;NA
11902276000181; RECUPERAÇÃO BRASIL RF LP;1;FUNDO DE INVESTIMENTO RECUPERAÇÃO BRASIL RENDA FIXA LONGO PRAZO;15489568;02888152;Artigo 7º, Inciso IV, 'a';ART7IVA; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;  16;1;NA;NA;NA
11902340000124; MAXPREV FIC D FIDC MULTISETORIAL;1;MAXPREV FIQ FIDC MULTISETORIAL;62285390;08195535;Artigo 7º, Inciso VII, 'a';ART7VIIA; 0;FIDC;MAXPREV FIQ FIDC MULTISETORIAL;2010-07-16;2010-07-29;NA;LIQUIDAÇÃO;2019-12-02;2019-07-01;2020-06-30;   8;0;NA;NA;NA
11945604000127; RB CAPITAL DESENVOLVIMENTO RESIDENCIAL II FII - RBDS11;1;RB CAPITAL DESENVOLVIMENTO RESIDENCIAL II FUNDO DE INVESTIMENTO IMOBILIARIO - FII;36113876;07981934;Artigo 8º, Inciso IV, 'b';ART8IVB; 0;F.I.I.;RB CAPITAL DESENVOLVIMENTO RESIDENCIAL II FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2010-10-18;NA;NA;EM FUNCIONAMENTO NORMAL;2010-10-18;2019-07-01;2020-06-30;   1;0;NA;NA;NA
11977794000164; BTG ABSOLUTO INST. FIQ FIA;0;BTG PACTUAL ABSOLUTO INSTITUCIONAL FIQ DE FUNDOS DE INVESTIMENTO DE AÇÕES;59281253;29650082;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  44;0;2020-05-29; 1808642265;  6424
11989256000190; BVA MASTER II FIDC MULTISETORIAL SENIOR;0;FIDC MULTISETORIAL MASTER II;27652684;22119959;Artigo 7º, Inciso VII, 'a';ART7VIIA; 0;FIDC;FIDC MULTISETORIAL MASTER II;2010-06-23;2010-06-23;NA;EM FUNCIONAMENTO NORMAL;2010-08-06;2020-04-01;2021-03-31;   8;1;NA;NA;NA
11998505000103; BTG Pactual Principal Investments FIC FIP;0;BTG PACTUAL PRINCIPAL INVESTMENTS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM PARTICI;62318407;09631542;Artigo 8º, Inciso IV, 'a';ART8IVA; 1;FIP;BTG PACTUAL PRINCIPAL INVESTMENTS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM PARTICI;2010-09-06;2010-09-06;NA;EM FUNCIONAMENTO NORMAL;2010-12-21;2020-04-01;2021-03-31;   1;0;NA;NA;NA
12053694000104; ATICO FIDC IMOBILIÁRIOS;1;ÁTICO FIDC IMOBILIÁRIOS;42066258;01290707;Artigo 7º, Inciso VII, 'a';ART7VIIA; 0;FIDC;ÁTICO FIDC IMOBILIÁRIOS;2010-09-15;2010-10-04;NA;EM FUNCIONAMENTO NORMAL;2010-11-23;2019-08-01;2020-07-31;   2;1;NA;NA;NA
